"FractionCutoff","DoubleX fitness","DoubleX nonfitness","SingleX fitness","SingleX nonfitness"
"0",23.48,20.25,0,0
"0.01",23.48,20.25,0,0
"0.02",23.48,20.25,0,0
"0.03",23.48,20.25,0,0
"0.04",23.48,20.25,0,0
"0.05",23.48,20.25,0,0
"0.06",23.48,20.25,0,0
"0.07",23.48,20.25,0,0
"0.08",23.48,20.25,0,0
"0.09",23.48,20.25,0,0
"0.1",23.48,20.25,0,0
"0.11",23.48,20.25,0,0
"0.12",23.48,20.25,0,0
"0.13",23.08,18.99,0,0
"0.14",22.67,17.72,0,0
"0.15",22.27,12.66,0,0
"0.16",22.27,11.39,0,0
"0.17",19.43,10.13,0,0
"0.18",19.43,10.13,0,0
"0.19",18.22,8.86,0,0
"0.2",17,8.86,0,0
"0.21",17,8.86,0,0
"0.22",17,8.86,0,0
"0.23",16.6,6.33,0,0
"0.24",16.6,6.33,0,0
"0.25",14.57,6.33,0,0
"0.26",14.57,6.33,0,0
"0.27",14.57,6.33,0,0
"0.28",14.17,6.33,0,0
"0.29",13.77,5.06,0,0
"0.3",12.96,5.06,0,0
"0.31",12.96,5.06,0,0
"0.32",12.96,5.06,0,0
"0.33",12.96,5.06,0,0
"0.34",6.88,3.8,0,0
"0.35",6.88,3.8,0,0
"0.36",6.88,2.53,0,0
"0.37",6.88,2.53,0,0
"0.38",6.48,2.53,0,0
"0.39",6.48,2.53,0,0
"0.4",5.67,2.53,0,0
"0.41",5.67,2.53,0,0
"0.42",5.26,2.53,0,0
"0.43",5.26,2.53,0,0
"0.44",5.26,2.53,0,0
"0.45",4.45,2.53,0,0
"0.46",4.45,2.53,0,0
"0.47",4.45,2.53,0,0
"0.48",4.45,2.53,0,0
"0.49",4.45,2.53,0,0
"0.5",2.43,0,0,0
"0.51",2.43,0,0,0
"0.52",2.43,0,0,0
"0.53",2.43,0,0,0
"0.54",2.43,0,0,0
"0.55",2.43,0,0,0
"0.56",2.43,0,0,0
"0.57",2.43,0,0,0
"0.58",2.43,0,0,0
"0.59",2.43,0,0,0
"0.6",1.62,0,0,0
"0.61",1.62,0,0,0
"0.62",1.62,0,0,0
"0.63",1.62,0,0,0
"0.64",1.62,0,0,0
"0.65",1.62,0,0,0
"0.66",1.62,0,0,0
"0.67",0,0,0,0
"0.68",0,0,0,0
"0.69",0,0,0,0
"0.7",0,0,0,0
"0.71",0,0,0,0
"0.72",0,0,0,0
"0.73",0,0,0,0
"0.74",0,0,0,0
"0.75",0,0,0,0
"0.76",0,0,0,0
"0.77",0,0,0,0
"0.78",0,0,0,0
"0.79",0,0,0,0
"0.8",0,0,0,0
"0.81",0,0,0,0
"0.82",0,0,0,0
"0.83",0,0,0,0
"0.84",0,0,0,0
"0.85",0,0,0,0
"0.86",0,0,0,0
"0.87",0,0,0,0
"0.88",0,0,0,0
"0.89",0,0,0,0
"0.9",0,0,0,0
"0.91",0,0,0,0
"0.92",0,0,0,0
"0.93",0,0,0,0
"0.94",0,0,0,0
"0.95",0,0,0,0
"0.96",0,0,0,0
"0.97",0,0,0,0
"0.98",0,0,0,0
"0.99",0,0,0,0
"1",0,0,0,0
